id,type,text1,text2,text3,text4,notes
FSD_modao_wing,SHIP,"Once a mass-deployment FSD fighter, the Longblade now serves Old Remembrance as a high-speed blade craft with a brutal lightbolt capacitor.

Its frame predates the newer Prosody reconstruction program, so it lacks the elegant detritus interfaces used by later converted wings. What it keeps is speed, directness, and a reputation for turning a clean intercept into a very short argument.",,,,
,,,,,,
FSD_talon,SHIP,"A Talon conversion refitted for Prosody launch rails, crystal-detritus fire control, and brutally cheap airspace denial.

No one at FSD pretends the craft is sophisticated. It is a disposable screen that can be grown, armed, and thrown into missile fire before a more valuable wing commits.",,,,
FSD_dagger,SHIP,"A common bomber conversion rebuilt with detritus-assisted release control and cleaner attack-run timing.

Several Prosody engineers insist the later Stagnation Spear borrowed more from this Dagger program than official design notes admit, mostly because the Dagger proved how much a cheap bomber could learn from crystal launch logic without becoming truly exotic.",,,,
FSD_wasp,SHIP,"A Wasp conversion kept for the same reason Persean fleets keep Wasps: the exchange math is ugly, but it works.

Prosody reconstruction gives the drone better coordination and cleaner detritus-assisted weapon cycling, yet does not make it precious. FSD doctrine still spends them freely to keep enemy fighters busy and missile lanes confused.",,,,
FSD_xyphos,SHIP,"A Xyphos support craft rebuilt for FSD carrier groups, valued less for novelty than for reliable EMP pressure in the right place.

FSD warships rarely lack disabling tools, but a converted Xyphos lets a carrier lend that pressure at fighter range, especially when hostile escorts are trying to screen larger prey.",,,,
FSD_broadsword,SHIP,"A durable machine-gun turret with wings, rebuilt so FSD carriers can deploy it in quantity without wasting crystal-grade systems.

The Broadsword (FSD) is intentionally plain: cheap armor, disciplined suppression fire, and enough Prosody interface work to remain useful around stranger company ships.",,,,
FSD_piranha,SHIP,"A Piranha conversion used less as a precision bomber than as a herding tool.

Its bomb runs force ships to turn, shield, or burn drive at awkward moments, pushing targets toward phase-ship kill zones and crystal weapon arcs. The damage matters; the movement it creates often matters more.",,,,
FSD_trident,SHIP,"The Trident remains expensive, powerful, and difficult to justify outside serious carrier doctrine.

FSD changed little about the frame itself, preferring to pair it with Stagnation ordnance and cleaner Prosody strike coordination. The result is not subtle, but captains rarely ask subtle questions after the first successful pass.",,,,
FSD_longbow,SHIP,"A Longbow conversion used where FSD wants kinetic bomber pressure without committing rarer strike craft.

It is especially common in anti-Path operations, where reliable shield cracking and standoff attack runs matter more than elegance. FSD's changes improve handoff and timing, not the basic job.",,,,
FSD_mining_drone,SHIP,"The most common FSD-modified craft seen by independent miners, built from practical equipment rather than frontline doctrine.

Prosody detritus control makes the drone meaner and more responsive than its industrial origins suggest. Technically it is still engineering hardware; in convoy fights, that distinction rarely comforts anyone.",,,,
#FSD_gladius,SHIP,"Fast and heavily armed but short-lived, the Gladius serves FSD carriers as expendable anti-light-ship force.",,,,
#FSD_warthog,SHIP,Exhausting firepower and abnormal toughness make the Warthog a persistent irritant to larger ships.,,,,
FSD_thunder,SHIP,"The Thunder was already one of the Sector's fastest interceptors, so Prosody reconstruction avoided overcomplication.

FSD added cleaner detritus interfaces, tighter launch timing, and enough systems discipline to keep the craft alive around faster crystal ships. The frame remains what it always was: a knife that arrives before the question is finished.",,,,
FSD_claw,SHIP,"A stripped Claw conversion kept alive by its ion cannon and little else.

FSD's reconstruction improves control response and EMP delivery, but does not pretend the craft is tough. It belongs in knife-range disruption work, not heroic air-superiority duels.",,,,
FSD_hoplon,SHIP,"A Hoplon conversion grown through FSD forge architecture, tougher and more purposeful than the Persean baseline.

The craft's job is still bomber escort and stubborn point defense, but the crystal-forged frame gives it better endurance under the kind of chaotic missile and fighter pressure FSD carriers tend to create.",,,,
FSD_spark,SHIP,"After Operation Rimlight, the Prosody Institute recovered Remnant fighter frames for controlled reconstruction. This Spark-derived model ties its weapons into crystal detritus, producing pink-white beams and much sharper mobility.",,,,
FSD_lux,SHIP,"After Operation Rimlight, the Prosody Institute recovered Remnant fighter frames for controlled reconstruction. This Lux-derived model increases engine output and routes waste energy back into its weapon interface for sustained fire.",,,,
#FSD_flash,SHIP,"After Operation Rimlight, the Prosody Institute recovered Remnant fighter frames for controlled reconstruction. This hidden Spark-derived model emphasizes crystal-detritus beam output and aggressive maneuvering.",,,,
FSD_perdition,SHIP,"After acquiring Perdition blueprints, the Prosody Design Bureau proved the bomber still had value as a low-cost crystal-detritus strike craft.",,,,
FSD_cobra,SHIP,"Even under FSD doctrine, the Cobra rarely takes the spotlight. High-speed company ships already handle many finishing strikes.",,,,
FSD_sarissa,SHIP,"One of FSD's first carrier conversions, valued for kinetic pressure that pairs cleanly with energy-heavy warships.",,,,
,,,,,,
,,,,,,
FSD_HMG,WEAPON,"A low-cost energy weapon for ballistic slots. It handles point defense and anti-fighter work, and can still worry exposed hull in an emergency.",,,,
FSD_Tusk1,WEAPON,"A Persean-market rocket launcher with high speed and rate of fire, built to swamp weak defenses and pull hostile point defense away from more dangerous ordnance.",,,,
FSD_GuiderPD,WEAPON,"A low-damage instant PD laser that can subvert incoming missiles and torpedoes, turning defense into theft.",,,,
FSD_TaticalLazer,WEAPON,A practical long-range skirmish weapon for captains who want FSD support fire without the company's more esoteric crystal systems.,,,,
FSD_Nightpulse,WEAPON,"A close-range anti-shield pulse cannon. It fills the old pulse-laser role, but FSD keeps its distribution limited.",,,,
FSD_Avision,WEAPON,A disabling lance with heavy EMP output and restraint effects. Its performance suggests a more dangerous classified predecessor.,,,,
FSD_EntrobeamL,WEAPON,A derivative phase-lance design that damages enemy hull while accelerating the firing ship's own recovery.,,,,
FSD_Decay,WEAPON,A plasma missile with Sabot-like behavior. It rewards massed installation and sustained volleys rather than single-shot heroics.,,,,
FSD_Weepingblood,WEAPON,"The Threshold DEM is large enough to behave like a drone, burning Type-2 derivative filler into a brutal finishing jet.",,,,
FSD_Chaingun,WEAPON,"An assault chaincannon firing organic armor-piercing rounds mixed with Type-4 derivative matter, leaving persistent wound effects at the point of impact.",,,,
FSD_CorruptSea,WEAPON,"A heavy cluster missile whose staged body and long-range engines make it hard to mount, hard to guide, and much harder to stop.","""Starlight falling from above the universe is the origin of all knowing beings."" - Sayings of the Explorer, chapter 1, section 1","""Starlight falling from above the universe is the origin of all knowing beings."" - Sayings of the Explorer, chapter 1, section 1",,
FSD_DevourerCannon,WEAPON,A kinetic pulse cannon infamous for cracking overextended shields and making Tri-Tachyon analysts ask for raw field data before opinions.,Field note attributed to a Tri-Tachyon research lead after a commercial convoy raid.,,,
FSD_FluidCrystal,WEAPON,A crystal cannon associated with old jump-point disasters. Even friendly analysts tend to lower their voices around its reports.,Intercepted by Tri-Tachyon Morale Assurance.,,,
FSD_Tusk1_wing,WEAPON,A mini-forged kinetic rocket. One launcher can be intercepted; many launchers reverse the problem.,,,,
FSD_Decay_Bomber,WEAPON,"A biotech cluster bomb that sits between a Reaper and a Sabot: less decisive than one, far less restrained than the other.",,,,
FSD_LSShaftcannon,WEAPON,"The Piccolo fires prefabricated graviton ammunition to suppress shields, slow enemies, and open them for allied damage.",,,,
FSD_LSShaftcannon_beam,WEAPON,The Vibraphone is a slow quantum resonance lance. No captain wants to test it on bare hull.,,,,
FSD_LSShaftcannon_missile,WEAPON,"The Guzheng MRM is a maneuverable missile with a wide burst radius, built to turn dodges into bad choices.",,,,
FSD_DevourerCannonN,WEAPON,"The Cognition Pulse Cannon does not merely punch through damaged armor. It reads the break, drinks from it, and returns the stolen mass to its firing ship.",- The head of a certain Tri-Tachyon research group,,,
FSD_PDLightLauncher,WEAPON,"A defensive lightbolt reprocessed from Equilibrium waste energy: violet-white, elegant, and deeply unfriendly to incoming ordnance.",,,,
FSD_WindCannon,WEAPON,"A phantom-splitting lightbolt that recasts each tracking shot through crystal rules, sometimes changing the damage type as karma rises.","- Chief Wanderer Philip, final hyperspace transmission to a hostile Path fleet while piloting an Autumn Thought-class",,,
FSD_TuskLauncher,WEAPON,"A high-burst rocket pod whose organic warheads reload after depletion, rewarding captains who time their volleys.",,,,
FSD_PhasedMine,WEAPON,A modular phase mine projector that teleports ion charges into the target area rather than throwing them there.,,,,
FSD_MiniChaingun,WEAPON,"A compact Erosion gun with altered fire rate and handling, built for lighter mounts that still want derivative bite.",,,,
FSD_XCCannon,WEAPON,"A heavy high-speed chaincannon built into the Reminiscence, mostly for shredding anything trapped under its carrier pressure.",,,,
FSD_Proliferation,WEAPON,A decoy munition system that fills space with orbiting disruption bodies and punishes ships that ignore the trigger zone.,,,,
FSD_MEGAGuider,WEAPON,"A scaled-up Lure PD laser with better range and efficiency, still built around the unnerving trick of stealing threats mid-flight.",,,,
FSD_Cruise,WEAPON,An assault launcher that uses a built-in rail accelerator to turn an older missile frame into a hard-hitting strike weapon.,,,,
FSD_plasma,WEAPON,"A straightforward long-range heavy weapon by FSD standards: no public ritual language, just punishing firepower.",,,,
FSD_Longinus,WEAPON,"Named for ancient myth, the Spear of Longinus stores enough potential energy to make armor feel ceremonial.",,,,
FSD_Lightneedler,WEAPON,"An energy weapon that collapses shields with ultra-fast neutral particles, behaving like FSD's answer to needler doctrine.",,,,
FSD_needler,WEAPON,"A heavier neutral-particle shield breaker, built for sustained pressure rather than elegance.",,,,
,,,,,,
FSD_TimeBrust,SHIP_SYSTEM,Detonates preloaded crystal derivatives to tear local spacetime and throw the ship forward in a brief burst of impossible acceleration.,,,,
FSD_BypassExpander,SHIP_SYSTEM,"For %s, reduces beam damage taken by %s, absorbs hostile projectiles within %s su, and converts up to %s impact into temporary plating for %s seconds.",,,1'50%'600'250'2,
FSD_WorldNetwork,SHIP_SYSTEM,"Reduces weapon rate of fire by %s to maintain a %s-su mass-energy field. Networked ships receive %s hull restoration, %s repair support, and %s flux support; relay coverage is %s.",,,60%'1050'4%'20%'10%'doubled,
FSD_HeatTrapSprint,SHIP_SYSTEM,A familiar sprint system rebuilt with FSD heat-trap controls. Shield damage taken is reduced to %s during the burn.,,,x0.25,
FSD_Fortress,SHIP_SYSTEM,"For %s, greatly reduces shield damage taken while cutting weapon rate of fire.",,,5s,
FSD_TimeClock,SHIP_SYSTEM,"Suspends the ship's local state, locking flux and hull condition for a short window while sharply reducing maneuverability.",,,,
FSD_MissileRack,SHIP_SYSTEM,"Builds and launches %s-su energy projectiles based on the ship's fitted missiles, trading efficiency for %s flux load and %s pressure.",,,2000'x0.25'heavy flux,
FSD_Teleport,SHIP_SYSTEM,"Teleports the ship %s forward, vents %s flux, and stores multiple charges for repeated repositioning.",,,500su'500,
FSD_CocxisDrive,SHIP_SYSTEM,Increases speed by %s and weapon-engine resilience by %s while Cataclysmic Sympathy Field support keeps the hull moving under fire.,,,100'20'Cataclysmic Sympathy Field,
FSD_XCdrive,SHIP_SYSTEM,"For %s, doubles speed and maneuverability while reducing shield damage taken by %s.",,,3s'100%,
FSD_PhasedFlicker,SHIP_SYSTEM,Teleports along the ship's current vector and links the exit point to hostile targets through deep-phase stress.,,,,
FSD_Drone1_System,SHIP_SYSTEM,"Overclocks the Reflecting-Light Crystal, concentrating flux on the hull surface to form %s defensive layers with %s improved resilience.",,,2'50%,
FSD_EXBoomer_System,SHIP_SYSTEM,Suppresses and overclocks the crystal until physical entities within %s are distorted into a %s-strength conversion burst.,,,300su'200,
FSD_Attacker_System,SHIP_SYSTEM,"Cultivates and programs the crystal directly, releasing %s aggressive growth cycles and increasing close assault output by %s.",,,3'25%,
FSD_ManeuveringJet,SHIP_SYSTEM,"For %s, channels crystal-vein energy into maneuvering structures, adding %s speed, %s maneuverability, and %s output stability.",,,3s'100'100%'33%,
FSD_microburn,SHIP_SYSTEM,Feeds stored crystal fodder into the core to provoke an overload sprint.,,,,
FSD_RecoverOrder,SHIP_SYSTEM,"Releases %s restorative lightbolts toward nearby allies, each carrying %s repair potential and %s guidance compensation.",,,3'300'50,
,,,,,,
FSD_lightmg,WEAPON,"A light machine gun refitted by the Prosody Institute with crystal-detritus interfaces, giving a humble fighter weapon sharper bite.",,,,
FSD_ioncannon_fighter,WEAPON,"A fighter ion cannon rebuilt around detritus conduction, improving EMP delivery without changing its familiar handling.",,,,
FSD_reaper,WEAPON,"A Reaper rack modified for detritus-guided ignition, making the torpedo less forgiving to anything already under pressure.",,,,
FSD_atropos_single,WEAPON,"An Atropos rack retuned through crystal detritus, improving pursuit behavior and terminal reliability.",,,,
FSD_annihilator_fighter,WEAPON,"An Annihilator pod rebuilt for Prosody fighter frames, trading elegance for more persistent saturation fire.",,,,
FSD_pdburst,WEAPON,A burst PD laser fitted with detritus focusing elements for sharper defensive pulses.,,,,
FSD_pdburst_fighter,WEAPON,"A fighter-scale burst PD laser linked to onboard crystal detritus, improving snap defense during carrier operations.",,,,
FSD_sabot_fighter,WEAPON,A Sabot rack whose submunitions use detritus-assisted EMP arcing against weapons and engines.,,,,
FSD_irpulse_fighter,WEAPON,"An IR pulse laser refitted for fighter-scale detritus cooling, keeping pressure steady during long attack runs.",,,,
FSD_swarmer_fighter,WEAPON,A Swarmer launcher rebuilt with Prosody interfaces for cleaner target handoff and denser pursuit paths.,,,,
FSD_mininglaser,WEAPON,"A mining laser made meaner by crystal-detritus focusing. It remains simple, but no longer harmless.",,,,
FSD_hammer_single,WEAPON,"A Hammer rack adapted for Prosody strike craft, with detritus-assisted release and ignition control.",,,,
FSD_bomb,WEAPON,"A bomb rack rebuilt for crystal-detritus strike craft, improving delivery stability and terminal violence.",,,,
FSD_fragbomb,WEAPON,"A fragmentation bomb rack tuned for Prosody attack patterns, useful against clustered light targets.",,,,
FSD_lightac,WEAPON,"A light autocannon refitted with detritus harmonics, giving old ballistic hardware a sharper FSD edge.",,,,
FSD_vulcan,WEAPON,A Vulcan conversion using detritus cooling and feed control to keep defensive fire dense.,,,,
FSD_lightdualmg,WEAPON,"A dual machine gun rebuilt for Prosody fighters, with crystal-detritus interfaces smoothing its rate of fire.",,,,
FSD_pdlaser,WEAPON,"A PD laser refitted with detritus focusing, improving point defense without making the weapon exotic.",,,,
FSD_ionbeam,WEAPON,"An ion beam whose detritus interface adds extra arcing behavior against hull, armor, and overloaded shields.",,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
